txt_cleaned;CodeGpt
Allora sono stato a chiacchierare con un amico, [NAME1]. E ho parlato sempre, ovviamente di lavoro dato l'orario. E boh ho fatto merenda nel mentre. E quindi... prima ero un po' stanco, ora mi sono ripreso data la merenda. Ora sto per riiniziare a studiare e stavo pianificando un po' il post studio. Quindi, diciamo la giornata è quasi finita, più o meno. E quindi, cioè non rilassato ma non mi viene il termine. Boh. Ecco, sono positivo. Sì, abbastanza positivo.  ;49
Eravamo a un matrimonio che era di mio fratello ma in teoria non era mio fratello vero, era un altro mio fratello, era questa casa immensa in campagna, così era pure bella figa e io m'ero vestito come al solito, normale, non è che ero tanto elegante e appena entro i miei mi iniziano a rompere le palle, io gli sbrocco davanti a tutti e c'è quel classico effetto tipo tutto silenzio e figura di merda. Infatti c'ho po' tipo imbarazzo, figura di merda. Poi ci siamo ritrovati dopo un po' dentro un hotel ero con mio fratello, mio padre, così.;50
Ho discusso a lungo con altri amici tecnici e avvocati come affrontare le circostanze di cui accennavo precedentemente, che a questo punto si sono perfino sommate. E quindi sono leggermente rasserenate per una serie di ipotesi positive che si stanno individuando, purtroppo stiamo parlando di ipotetiche soluzioni che sembrerebbero essere percorribili e che quindi mi rasserenano in parte e spero che però si concretizzino nelle prossime ore. ;51
Stavo partendo, stavo prendendo un volo. Non era bello, avevo molta ansia.;52
Ero in coda al supermercato e non mi ero accorta che era tardi. Mi sono resa conto di quanto corrono le giornate e di come è difficile riuscire a fare tutto nonostante che si pianifichino, di come però certe giornate passano velocemente e di come alcune ne passano invece lente. Sono contenta. Stasera voglio farmi una camminata dopo cena, insomma, niente di che, riuscire a mangiar fuori dopo un po' di tempo. E niente, così. Non ho pensieri particolarmente né tristi e né felici. Vedo l'azzurro all'orizzonte e questo mi conforta. ;53
Soddisfatto.;54
Sono abbastanza concentrato, e anche un po' preoccupato da un esame di project management che dobbiamo preparare, che non essendo proprio nelle mie corde come materia è un po' complicato, anche perché diciamo la modalità d'esame è abbastanza impegnativa e quindi sto cercando di capire, capirci qualcosa ma trattandosi quasi di economia diciamo sono abbastanza preoccupato di non capirci nulla. Quindi sì, soprattutto preoccupazione e ansia, come al solito.;55
C'era il mio cognato, mi sembra come se fossimo andati a trovare degli amici che vivono a [PLACE1]. Andavamo a visitare la casa di uno di questi amici che era enorme. In realtà, l'avevo già vista, però ci avevano fatto dei lavori, delle modifiche. Ero affascinata da questa casa com'era grande, c'era spazio per tutti, era bella. E poi a un certo punto avevo la sensazione come non di averla già vista, ma di averla proprio già sognata. E quindi sapevo, com'era più o meno fatta. Allora, a un certo punto chiamavo, chiamavo mio mio cognato per mostrargliene una parte. E in realtà era diversa da come l'avevo già sognata. E poi pensavo, dopo la casa non era più di questo nostro amico, ma era mia, però erano stanze che non utilizzavo perché erano in più, erano anche troppo. Non avevo niente da farci, però pensavo: potrei prenderci la mobilia, per esempio mi mancano delle seggiole, posso prendere queste seggiole. E poi c'era la cucina, era tutta un po' strana, però era bella, poi non eravamo più solo io e mio cognato, c'era anche altra gente. La casa mi piaceva, ero contenta di vederla. ;56
"Sto preparando la lezione per lunedì. E niente, prima mi sono preso un attimo di riposo facendo un briciolino di attività fisica, perché è veramente faticoso, con questo caldo sono barricato in casa. Una roba abbastanza infernale. Quasi sembra una confessione... mentre mi riposavo, mi sono messo a guardare un attimo un libro di fotografie di un autore molto conosciuto direi. Però, insomma, vorrei lavorarci un po' sopra, concetto che lo ha portato avanti. Che è Salgado, che ha fatto la prima raccolta di fotografie più riconosciuta, quantomeno livello internazionale che è ""worker"", cioè che in italiano è ""la mano dell'uomo"". Ed è una specie di ricognizione, reportage, ricognizione. Cioè, diciamo concettuale, filosofica, dove lui andava in giro per il mondo e fotografa i lavoratori di tutti, secondo me lì un po' sbaglia però, quei lavori manuali che alla soglia del ventunesimo secolo saranno un po' destinati a scomparire. Questa è una visione molto europeista, insomma molto occidentale che debbano scomparire. Però, diciamo che si dedicano tendenzialmente i poveri. E niente, pensavo che in realtà è veramente molto bella, come descrizione di uno degli aspetti nella vita lavorativa, diciamo dell'uomo, che lui riesce a fare questa descrizione che parte da fotografie e particolari che abbiano un elemento, come dire, individuale e particolare. Per poi riuscire a portare, invece, ad una dimensione proprio universale, proprio attraverso questa progressione costante che riesce a fare attraverso le immagini. Per cui è un percorso caratterizzato da circa per cento a trecento cinquanta foto. Sì, è un percorso oggettivamente molto profondo che riesce in modo quasi immediato a varcare la dimensione del particolare per accedere appunto a una dimensione molto più anche astratta, quindi superando quei limiti del lavoro specifico che di volta in volta va a descrivere. E quindi niente. Stavo pensando a questo, è stato molto bello. Torno a lavorare.";57
Bene, sono appena rientrato in casa dopo una giornata di estremo lavoro, perché abbiamo dovuto costruire delle centraline per dei monitoraggi, quindi abbiamo smazzolato il continuo di quella di ieri. Nell'ultimo quarto d'ora stavo cercando di riposare la mente e parlavo con i colleghi di Star Wars, molto rilassante, [MISS], una cosa che ci piace ultimamente e ne stavamo parlando con passione finalmente dopo una giornata di lavoro.  ;58
Così ora a fine giornata sono abbastanza stanco. Non mi riesco in realtà tanto bene a spiegare il perché. Probabilmente o un po' il caldo che mi ha affaticato un po' di più o comunque diciamo magari le giornate precedenti in cui ho lavorato un po' di più e ora lo sto pagando. E prima ho visto [NAME1] che è rientrato. Ieri sono andato a prenderlo a [PLACE1], è rientrato dall'[PLACE2] dove aveva passato questi mesi di coronavirus. E vedendolo oggi ho avuto un po' questa percezione di ritorno alla normalità, intendo dire, davvero mezz'oretta fa neanche. E queste situazioni di ritorno alla normalità ora, mi ero un po' dimenticato quanto fosse come dire esuberante e abbastanza presente, ecco, nelle circostanze, nelle situazioni, e quanto il suo accento fosse difficile, anche se, con molta sorpresa dal mio punto di vista, sono riuscito anche abbastanza a capire più di quello che pensavo. Quindi o lui ha cambiato il suo accento o ci sta attento perlomeno o è leggermente migliorato il mio inglese, dubito fortemente ma forse sì. E quindi ho avuto un po' questa percezione di ritorno alla normalità dopo questi mesi strani di diciamo pseudo isolamento. Non so effettivamente quanto sia in realtà più un desiderio di ritorno alla normalità o cose del genere piuttosto che la realtà perché effettivamente alla normalità secondo me non ci torneremo prima del prossimo anno, cioè sicuramente l'inizio, ogni giorno in realtà le notizie sono sempre un po' vaghe o comunque strane, sia internamente che esternamente. Ora esternamente un po' la situazione tace mi sembra a livello di contagi eccetera. Internamente qui nella scuola l'organizzazione è comunque sempre un po' difficile, immagino. Le scelte anche che vengono fatte per far entrare le persone oppure no e le tempistiche sono sempre un pochino, non dico discutibili, ma magari non si capiscono bene dal nostro punto di vista poi se uno è lì a decidere ovviamente la prospettiva cambia quindi va beh. Però chissà se, chissà quando e come rientreranno tutti e chissà quando potrò rivedere un pochino. Mi ha fatto piacere però questa idea, cioè vedere [NAME1] e vederlo bello carico in realtà. Nel senso aver trascorso quattro mesi in casa con i suoi magari sia un attimino come dire, gli è mancato ecco stare qua. Tra l'altro dovrebbe essere rientrata anche [NAME2] che è un'altra ragazza che studia qui. Da quello capito giusto per oggi recuperare alcune cose e poi rientra a casa. Non l'ho ancora vista però poco fa mi ha mandato anche lei un messaggio chiedendomi una cosa sull'aria condizionata, probabilmente come in camera se c'è o non c'è. Quindi boh chissà magari ci incroceremo a mensa o in giro.;59
Non era niente di negativo, sensazioni positive.;60
"Ero in viaggio, negli Stati Uniti, con un gruppo di persone di cui un collega dell'università con la moglie e praticamente partiamo per questo viaggio e io mi ero accodata per ultima, tanto che infatti quando dormivo in albergo dormivo su un altro albergo, non sull'albero principale e mi arrabbiavo perché l'albergo principale era più bello. E praticamente partiamo con una funicolare dove vedevo un paesaggio con tutte case di legno, case un po' strane tipo quelle un po' degli aztechi come forma, oppure delle case di legno e noi quando trovavamo una casa di legno era un evento perché dovevamo dare un voto a questa casa e il voto lo doveva dare il proprietario stesso della casa. Poi ad un certo punto camminavamo per una strada e io dicevo: ""Mamma mia, qui siamo solo noi italiani"" e poi sentivo: ""No, ci sono anch'io!"". Allora iniziavo a contare: ""Uno, due, tre..."", poi per tutta la via si sentiva rimbombare dei numeri: ""Tre, quattro, cinque..."" perché la gente si auto-contava. Si contava facendo capire a tutti che c'erano tantissimi italiani, di cui uno che si contava era uno che vendeva delle cose da mangiare, come se fosse stato da asporto lì, su questa strada, che era una strada molto affollata, un po' larga e però era piena di persone e noi vedevamo che erano piene anche di italiani.";61
Il campanile ha battuto le otto e mi sono ricordata. E non ho particolari emozioni questa sera. Una giornata un po' strana e quindi non ho assolutamente, veramente nessuna emozione. Forse sono un po' vuota, incerta su alcune cose che vorrei fare in futuro. Come sempre il settembre è un mese particolare perché è un po' combattuto tra le promesse che ogni volta mi faccio e che poi dimentico. Quindi, questa sera la sento un po'... non impegnarsi mai abbastanza. E quindi niente di particolare, nulla.;62
Dei libri da bambino, di letture. Forse un camion, dei libri di letture, forse si sono lacerati, c'è disegnato un leone.;63
Sono a casa, già mangiato, già cenato e niente, stavo un attimo informandomi sulle società di luce e gas per poter cercare di cambiare operatore e quindi di spendere un pochino meno rispetto all'attuale situazione. Oggi, ho fatto un giro a [PLACE1]. Basta.;64
Ero in una casa con due stanze, aveva elementi simili a quella della casa di mia sorella, dove eravamo io, [NAME1], la mia amica e la mia ragazza. E dovevamo uscire io e la mia ragazza e ha iniziato a piovere, sempre più forte. Alla fine pioveva fortissimo, pioveva acqua su tutte le finestre, grande rumore.;65
C'erano tanti dei miei amici, succedevano delle cose, era una sfida.  ;66
Un contesto di un esame, he però veniva fatto in una sala dell'oratorio del mio paese natale. In questo esame ci sono diverse persone che non conoscevo, ma in particolare c'era un mio studente di quest'anno del corso di [INSTITUTION1] e niente, in questo esame, peraltro, che era di elettronica, ma non aveva molto senso i vari testi che vedevo, a presidiarlo c'era la mia professoressa di università di chimica e c'erano due gruppi, il primo era in questa sala, dove mi trovo anch'io, poi in un openspace c'era una seconda sala appunto, quindi non divisa dal muro ma solo da un invito e c'era questo altro gruppo di persone che non conoscevo, che si lamentava del fatto che il primo gruppo, quello nostro, stesse copiando e stesse facendo casino.;67
