CodeRef;Code;trad_French;txt_cleaned;CodeGpt;ClaSon_raw_ens;ClaSon_conf_ens;TRUE_ClaSon;length_report;Valeur_Dream;Wake_Dream;Git_raw;Git_conf;ClaSon=Git;TRUE_Claude_Haiku 4.5;Gem;Gem_conf;TRUE_Gemini_Pro 3.1;SonnetGitCelia;SonnetGitCelia_conf;True_Claude_Sonnet 4.6;ClaSon=ClaGitCelia;Justif_compar_sonnet;Clas_Enzo;Confidence_Enzo;True_Human_expert;Justification_Enzo;Conf_Humanlike_ClaudeSonnetGitCelia;Enzo=Claude;conf claude erreur;True_Elce_Weight;;;Models;nmbr fautes;% de fautes ;moyenne conf;conf erreur;median erreur;median ;txt_length_errors;%Accuracy;;;;;;;;
DL149;;;In cucina con la mia coinquilina abbiamo pranzato insieme, poi abbiamo preso il caffè insieme e stavamo facendo due chiacchiere e lei mi stava mostrando qualche maglione da regalare al suo ragazzo per Natale e in particolare mi stava facendo vedere questo sito, questa marca che vende maglioni o comunque in generale tutti i prodotti ecosostenibili. Le stavo dicendo che mi sembra un'ottima scelta, ma che il prezzo è veramente eccessivo perché è un maglione costa all'incirca cento euro e a me sembra veramente tanto. E poi stavo appunto riflettendo sul fatto che è difficile riuscire a fare scelte ecosostenibili. Quindi perché, appunto, i prodotti di questo tipo sono eccessivamente costosi, quindi anche per studenti come noi... quindi persone che non hanno stipendio e non hanno delle entrate fisse, è veramente difficile, pur volendo riuscire ad acquistare, diciamo, questi prodotti che possono far bene all'ambiente, ecco. Oppure possono comunque in generale inquinare di meno, pur volendolo fare, ecco. Anche io vorrei comprare vestiti o qualsiasi cosa sostenibile che è più sostenibile, ma non ho la possibilità. Quindi stavo riflettendo su questo. ;22;W;98;0;1158;0;0;W;90;1;0;W;95;0;W;94;0;1;;;;;;5;;;0;;;1000 a 3000;90;;;;;;;;;;;;;;;2511 J'étais fiancée avec un garçon qui est un ami à moi. Quoi qu'il en soit j'étais avec lui et un soir nous étions sortis avec d'autres amis, d'autres couples, enfin. Et voilà, c'était comme un soir d'été, enfin nous étions tous en centre-ville, sortis tous ensemble. Et nous allions vers une sorte de petite machine qui se trouvait dans cette place de cette ville. Et il y avait une machine qui faisait des glaces, mais c'était un genre de self-service, quelque chose du genre. Et donc on mange cette glace. Et ensuite il devait y avoir un déjeuner chez lui. Quoi qu'il en soit, enfin, à un certain moment nous étions chez lui à faire un déjeuner. Il y avait aussi toujours lui, ce fiancé fantôme.
XDL028;DL028;;Mi stavo vestendo, mi stavo preparando.;23;W;70;1;39;1;1;W;72;1;1;W;98;1;W;80;1;1;short;;;;;3;;;0;;;;;;;;;;;;;;;;;;;2512 Il y avait des délinquants, quelque chose lié à la légalité, quelque chose lié à la pègre.
XDL194;DL194;;Ero con un collega di lavoro, la pratica stava andando avanti senza particolari tensioni, era presente un collega straniero che collaborava con noi, tra l'altro ci interfacciavamo in una lingua ma senza grandi difficoltà.;24;D;65;0;221;1;1;W;85;0;1;D;80;0;D;65;0;1;;;;;;1;;;0;;;;;;;;;;;;;;;;;;;2513 Je conduisais une voiture bordeaux monospace. C'était peut-être une Nissan Serena et le paysage alentour était désertique, mais avec quelques plantes, un peu comme le début du Sud de l'Italie, peut-être même plus exotique.
DL198;;;Oggi giro in bici pomeridiano. Sono appena rientrato. Stata una bella giornata, anche questa, senza particolari problemi. Quello che mi circonda è bellissimo, nel senso, il paesaggio è comunque bello. Passare una giornata così è comunque estremamente rilassante.;25;W;97;0;262;0;0;W;92;1;0;W;95;0;W;95;0;1;;;;;;5;;;0;;;;;;;;;;;;;;;;;;;2514 Je me sens fatigué et anxieux.
DL082;;;Ho fatto la doccia e quindi ero impegnata a cercare di districarmi i lunghi capelli. Prima di fare la doccia ho coccolato i miei cani e ho dato loro un biscotto a testa e ho pensato alla giornata di oggi, in quanto ho accompagnato il mio amoroso a fare bungee jumping per la prima volta e quindi ho ancora una scarica di adrenalina mista ad ansia addosso, anche perché, io stessa vorrei provare a fare bungin jumping, anche se l'altezza mi mette un po' di inquietudine, però è un po' una sfida con me stessa, e quindi è come se avessi questa sorta di compito da svolgere. In più sto pensando al fatto che ho mangiato la grigliata ieri sera, ho mangiato da roadhouse oggi a pranzo e stasera mangio una pizza wurstel e patatine. E quindi, insomma, ho il pensiero rivolto anche al mio inadeguato stile alimentare. E nulla. Ho pensato anche al fatto che io sia un po' indietro con le lezioni dell'università e che quindi dovrò mettermi all'opera.;26;W;98;0;942;0;0;W;88;1;0;W;95;0;W;93;0;1;;;;;;5;;;0;;;moyenne conf D;86,03755216;82,7;85;;20;23;16;23;21;30;;;;;;2515 Mes amis me racontaient une de leurs soirées dans un endroit que nous ne fréquentons habituellement pas. Euh, ils me racontaient ce qui s'était passé à un certain moment de la soirée, qu'ils avaient rencontré quelqu'un d'inconnu, ils s'étaient mis à bavarder dans les toilettes etc., à partir de là ces personnages qu'ils avaient rencontrés sont devenus des personnes peintes dans un tableau et moi, comme si j'étais entré dans le tableau, je suis entré dans l'histoire de ces personnes qui, comme par magie, toujours au même endroit, donc dans le local qui ne l'était plus, des années auparavant étaient des bandits, des hors-la-loi armés d'épées et d'armes blanches qui s'étaient introduits dans cet endroit, avaient été faits prisonniers, avaient été torturés, avaient combattu. Puis on revient à parler dans un bar de ça, de qui ils étaient ou pas, elles pouvaient être ces personnes qui avaient cependant aussi un compte Instagram.
DL010;;;Ho appena finito di farmi la doccia di ritorno dal mare. In realtà stavo pensando all'esperienza di oggi pomeriggio da una cosa su cui ero molto perplessa, non ero molto sicura di voler andare, invece poi si è rivelata una gran bella esperienza, cioè quanto meno molto rilassante e ho conosciuto una persona interessante anche se all'inizio avevo diciamo dei pregiudizi dovuti all'età. Invece è stato divertente quindi stavo un po' ripensando a come è andata, come è andato il pomeriggio, al fatto che effettivamente a volte mi devo forzare a fare le cose, però poi per fortuna spesso ne vale la pena. E al fatto che appunto devo cercare di uscire dalla mia comfort zone un po' più spesso probabilmente.;27;W;96;0;703;0;0;W;90;1;0;W;95;0;W;92;0;1;;;;;;5;;;0;;;moyenne conf W;86,84048687;89,91;90;;;;;;;;;;;;;"2516 À peine la leçon de [NAME1] terminée — ce sont des sujets particulièrement ennuyeux — bref, à la fin [NAME1] a appelé moi et [NAME2] ainsi pour discuter d'une réunion que nous avions eue ce matin ; au début cet appel m'a mis, du moins à moi, dans un léger état d'inquiétude parce que je pensais qu'il voulait nous mettre davantage de pression sur le travail que nous devons faire parce qu'en effet c'est un travail qui devient plus important que prévu, donc voilà, et puis en réalité justement en nous appelant en réalité ça a été plus agréable que prévu dans le sens qu'il s'est proposé de nous envoyer du matériel utile pour développer le travail, donc en réalité justement cette légère inquiétude s'est dissipée et justement en réalité lui-même m'a relativement rassuré sur la chose, et voilà puis en revenant vers [INSTITUTION1] j'ai entendu cette collègue qui me enverra probablement un patient pour une évaluation, donc je suis content, un autre patient disons pour l'étude."
XDL004;DL004;;"Ero tipo in una commissione d'esame di un istituto privato e venivano a parlarmi in ufficio il vicepresidente e il presidente di questo istituto e praticamente veniva fuori che sul foglio dove veniva certificato che io facevo parte della commissione c'era il logo di [INSTITUTION1] e il presidente si incazzava perché diceva: ""no non voglio che questo logo appaia su questi fogli, va tolto da tutte le parti"", io intervenivo, dicevo: ""eh ma questo logo in realtà compare anche su quest'altro foglio"". Allora lui si incazzava con il vicepresidente e praticamente andavano via dal mio ufficio, insomma dall'ufficio dov'ero dicendo che avrebbero tolto il logo e che non ci doveva stare. ";28;D;85;0;684;1;1;D;80;1;0;D;85;0;D;82;0;1;;;;;;3;;;0;;;;;;;;;;;;;;;;;;;2517 Aujourd'hui j'ai travaillé dehors toute la journée et ensuite je me suis arrêtée à dîner avec des amis et des collègues. C'a été une journée très épuisante mais aussi très belle, très satisfaisante. J'étais à dîner avec des amis et c'était relaxant, une soirée sympa. Ce que je peux dire : un peu de fatigue, beaucoup de sommeil et un peu d'inquiétude parce que j'ai pris du retard sur certaines choses de travail, mais je compte demain matin tôt les affronter donc je ne suis pas si angoissée mais je sais que voilà j'ai beaucoup à faire et donc... je suis un peu, enfin, je dois encore régler les choses mais je suis fatiguée et je dois aller dormir. Et donc il y a un peu ça... pour le reste disons assez de satisfaction.
DL085;;;Sono stato concentrato a pensare all'attività di ricerca. Ho riflettuto in merito ad alcuni suggerimenti, email che ho ricevuto, e sto leggendo un bel po' di papers per quanto riguarda appunto le possibilità di ricerca. Mi sento abbastanza concentrato. Sto cercando di rimanere, appunto, su ciò che mi serve riguardante la ricerca, senza divagare troppo nella letteratura e negli articoli scientifici, che possono causare molta dispersione. Ho avuto alcuni scambi di mail, anche riguardanti le esercitazioni di microeconomia. Mi sono sentito con i ragazzi e abbiamo accordato di fissare le esercitazioni nei prossimi giorni. Stavo anche aspettando di fare un incontro di counseling con la psicologa del lavoro per inquadrare un pochettino meglio i miei obiettivi. ;29;W;98;0;764;0;0;W;88;1;0;W;98;0;W;93;0;1;;;;;;5;;;0;;;;;;;;;;;;;;;;;;;2518 Il y avait des insectes mais ce n'étaient pas vraiment des insectes, c'étaient des choses étranges, minuscules, [MISS] qui se multipliaient très rapidement et si elles s'approchaient de toi elles te changeaient pour ainsi dire la personnalité. Et en pratique j'étais sortie avec mes amis, et à un moment donné genre, je voyais que ceux-ci faisaient des choses bizarres, genre qu'ils étaient obnubilés par les plantes, disaient des choses étranges, avaient un regard fixé dans le vide, devenaient violents, et en pratique parce que ceux-là avaient été, euh, disons, euh, contaminés par ces petits organismes stupides, qui cependant c'est-à-dire ils étaient vraiment nombreux et ils étaient vraiment tous fous, et ils étaient pleins de ces choses, et donc, et voilà, à un moment disons qu'ils étaient vraiment méchants, parce qu'ils vivaient en symbiose, c'est-à-dire, ils étaient tous ensemble, exactement comme si c'était une secte, parce qu'en réalité ces organismes, c'est-à-dire, cherchaient à créer un seul être énorme pour conquérir le monde probablement. Et donc à un moment ces gens faisaient des choses bizarres, et moi je ne savais pas quoi faire parce que je ne devais pas me faire attraper par eux, je n'étais pas avec eux parce que moi je pensais un peu : « Ah tu vois parce que moi j'utilise une quantité de gel hydroalcoolique pour les mains » mais j'avais très peur d'être infectée moi aussi par ces petits organismes, mais à un moment c'était la pagaille parce que moi j'étais là à faire semblant de : « Uh ah oui à moi aussi j'aime les plantes », mais ceux-ci étaient soupçonneux, et moi j'étais là et je dis : « Mince ils vont me démasquer et me tuer et ou m'infecter » et donc j'étais là, puis à un moment j'ai dit : « Ah écoute j'ai un rendez-vous chez le médecin, et donc c'est-à-dire que je dois rester un peu seule » et genre en réalité j'ai croisé, pendant que je marchais, une fille que je connais, et à cette fille je lui ai dit, presque quand j'étais sur le point de lui faire la bise, parce qu'ensuite ils ne me lâchaient pas, ils voulaient tous m'accompagner absolument partout et je ne pouvais pas [MISS]. Et donc à un moment je me suis approchée pour lui faire la bise et je lui ai dit : « Ces gens-là veulent me tuer, je suis prise en otage. » Et c'est devenu la pagaille, et genre au milieu de ça ceux-ci s'en sont aperçus et ont commencé à l'infecter elle aussi, et donc c'est-à-dire que c'est un putain de foutoir. Et je ne savais pas quoi faire et puis genre j'allais à vélo et je devais changer le stationnement du vélo, mais j'étais en retard alors, puis une voiture rentrait.
DL188;;;Sono appena tornato da mangiare, ero a mangiare con mio cugino più piccolo e mio fratello. Sono stati bene, ora comincia a salire la stanchezza post pranzo. Però abbiamo mangiato bene, è stato un ottimo pranzo.;30;W;90;0;210;0;0;W;85;1;0;W;95;0;W;92;0;1;;;;;;5;;;0;;;moyenne confiance SonGitCel erreurs ;84,60902256;86,9;;;;;;;;;;;;;;2519 Je travaillais sur un projet de recherche. J'essayais d'écrire un article scientifique. Mais il y avait des choses que je n'arrivais vraiment pas à comprendre. C'était un travail sur les activations du cerveau lors d'activations du système nerveux au niveau périphérique et donc j'appelais sur Skype, avec connexion à distance, un collègue qui travaille sur ce sujet et je lui demandais des éclaircissements. Je parlais avec lui en me faisant expliquer ce qu'étaient différents paramètres pour différentes mesures que je ne comprenais pas.
XDL109;DL109;;Eravamo andati in un bosco di montagna eh io il mio ragazzo e lo zio del mio ragazzo, il fratello. Ehm c'era la neve e ci siamo fatti delle foto con la neve e poi c'è stato tipo tanto vento e così che è arrivata ancora più neve. E allora siamo ritornati sullo stesso punto in cui avevamo fatto la foto per vedere quanta neve in più era stata fatta. Ehm poi mi sono ritrovata che dovevamo andare a [PLACE1] o alle [PLACE2], al mare, con le moto, i motorini, vespe. Ehm e mentre andavamo giù eravamo sempre io e il mio ragazzo, il fratello e un amico del fratello del mio ragazza. Eh e mentre andavamo giù tra i tornanti eh ci siamo fermati su uno spiazzo perché c'erano dei fiori e li volevo raccogliere, quindi ci siamo fermati lì un po' per vedere il bel vedere e poi per raccogliere i fiori. Ero felice in entrambe le situazioni. Poi erano venuti giù da questa scarpata dei cagnolini piccolini, bianchi di cui uno s'era rotolato tanto per terra e volevo anche accarezzarlo e gli altri invece sono scappati. Poi è arrivato questo vento che portava ancora più neve per cercare di far scappare questo cane che era rimasto lì a a terra a rotolarsi.;31;D;80;0;1146;1;1;W;90;0;1;D;75;0;W;88;1;0;long biz a la fin git a pas;;;;;4;;;0;;;moyenne confiance SonGitCel true ;86,54117237;86,4;;;;;;;;;;;;;;2520 Ce que je vois en sortant de chez moi, d'une des deux maisons où j'ai habité à [PLACE1]. Et en face de moi s'ouvre un très beau panorama urbain, avec au loin ce que je sais être une université. Et puis la chose qui m'émerveille c'est que l'arc est immense, qui se trouve au milieu d'immeubles. Ils construisent une sorte d'amphithéâtre de garages. Euh une chose pas très belle à voir, mais je la trouve très ingénieuse, même si je me demande comment ils font ensuite, étant donné que je les vois très serrés, très étroits entre une rangée et l'autre, pour passer avec la voiture. Et puis je pense eh bien mais tout sera couvert et donc il y aura un beau jardin. Et je penserai « Ah quel dommage de ne plus être là maintenant que la ville devient de plus en plus belle ».
